Year,Month,Day,Profil,Région,Total_énergie_soutirée_(Wh),Nb_points_soutirage,Température_max,Température_min,Vent_km/h,Humidité_%,Visibilité_km,Couverture_nuageuse_%,Durée_jour_heure
2022,10,15,ENTREPRISE,hauts de france,1478081.9166666667,462,18,15.0,31,93,7.875,74,10:47:0
2022,10,15,ENTREPRISE,hauts de france,1478081.9166666667,462,18,15.0,29,92,8.0,74,10:47:0
2022,10,15,PARTICULIER,hauts de france,87097740.72569445,444202,18,15.0,31,93,7.875,74,10:47:0
2022,10,15,PARTICULIER,hauts de france,87097740.72569445,444202,18,15.0,29,92,8.0,74,10:47:0
2022,10,15,PROFESSIONNEL,hauts de france,29163759.5125,62514,18,15.0,31,93,7.875,74,10:47:0
2022,10,15,PROFESSIONNEL,hauts de france,29163759.5125,62514,18,15.0,29,92,8.0,74,10:47:0
2022,10,16,ENTREPRISE,hauts de france,1644260.25,462,16,12.0,14,87,9.0,78,10:43:0
2022,10,16,ENTREPRISE,hauts de france,1644260.25,462,15,12.0,13,91,8.375,82,10:44:0
2022,10,16,PARTICULIER,hauts de france,88192801.1736111,444169,16,12.0,14,87,9.0,78,10:43:0
2022,10,16,PARTICULIER,hauts de france,88192801.1736111,444169,15,12.0,13,91,8.375,82,10:44:0
2022,10,16,PROFESSIONNEL,hauts de france,25980120.616666667,62511,16,12.0,14,87,9.0,78,10:43:0
2022,10,16,PROFESSIONNEL,hauts de france,25980120.616666667,62511,15,12.0,13,91,8.375,82,10:44:0
2022,10,17,ENTREPRISE,hauts de france,1762992.9166666667,462,19,15.0,17,92,8.875,80,10:40:0
2022,10,17,ENTREPRISE,hauts de france,1762992.9166666667,462,20,15.0,16,92,7.75,75,10:40:0
2022,10,17,PARTICULIER,hauts de france,81344875.125,444208,19,15.0,17,92,8.875,80,10:40:0
2022,10,17,PARTICULIER,hauts de france,81344875.125,444208,20,15.0,16,92,7.75,75,10:40:0
2022,10,17,PROFESSIONNEL,hauts de france,30437555.04583333,62528,19,15.0,17,92,8.875,80,10:40:0
2022,10,17,PROFESSIONNEL,hauts de france,30437555.04583333,62528,20,15.0,16,92,7.75,75,10:40:0
2022,10,18,ENTREPRISE,hauts de france,1786093.5833333333,461,19,14.0,11,95,7.0,71,10:36:0
2022,10,18,ENTREPRISE,hauts de france,1786093.5833333333,461,20,14.0,12,94,8.0,70,10:37:0
2022,10,18,PARTICULIER,hauts de france,79276441.86805555,444215,19,14.0,11,95,7.0,71,10:36:0
2022,10,18,PARTICULIER,hauts de france,79276441.86805555,444215,20,14.0,12,94,8.0,70,10:37:0
2022,10,18,PROFESSIONNEL,hauts de france,31607292.229166668,62525,19,14.0,11,95,7.0,71,10:36:0
2022,10,18,PROFESSIONNEL,hauts de france,31607292.229166668,62525,20,14.0,12,94,8.0,70,10:37:0
2022,10,19,ENTREPRISE,hauts de france,1744997.1666666667,461,22,11.0,22,88,10.0,46,10:32:0
2022,10,19,ENTREPRISE,hauts de france,1744997.1666666667,461,22,12.0,25,92,10.0,37,10:33:0
2022,10,19,PARTICULIER,hauts de france,80190198.4513889,444247,22,11.0,22,88,10.0,46,10:32:0
2022,10,19,PARTICULIER,hauts de france,80190198.4513889,444247,22,12.0,25,92,10.0,37,10:33:0
2022,10,19,PROFESSIONNEL,hauts de france,31152890.679166667,62534,22,11.0,22,88,10.0,46,10:32:0
2022,10,19,PROFESSIONNEL,hauts de france,31152890.679166667,62534,22,12.0,25,92,10.0,37,10:33:0
2022,10,20,ENTREPRISE,hauts de france,1727078.3333333333,461,21,15.0,22,94,9.875,46,10:29:0
2022,10,20,ENTREPRISE,hauts de france,1727078.3333333333,461,21,16.0,22,90,9.75,55,10:29:0
2022,10,20,PARTICULIER,hauts de france,78548711.46180555,444274,21,15.0,22,94,9.875,46,10:29:0
2022,10,20,PARTICULIER,hauts de france,78548711.46180555,444274,21,16.0,22,90,9.75,55,10:29:0
2022,10,20,PROFESSIONNEL,hauts de france,31876223.35833333,62532,21,15.0,22,94,9.875,46,10:29:0
2022,10,20,PROFESSIONNEL,hauts de france,31876223.35833333,62532,21,16.0,22,90,9.75,55,10:29:0
2022,10,21,ENTREPRISE,hauts de france,1695903.6666666667,461,21,14.0,27,94,10.0,52,10:25:0
2022,10,21,ENTREPRISE,hauts de france,1695903.6666666667,461,21,14.0,30,94,10.0,57,10:26:0
2022,10,21,PARTICULIER,hauts de france,79746304.5138889,444295,21,14.0,27,94,10.0,52,10:25:0
2022,10,21,PARTICULIER,hauts de france,79746304.5138889,444295,21,14.0,30,94,10.0,57,10:26:0
2022,10,21,PROFESSIONNEL,hauts de france,32081670.7,62533,21,14.0,27,94,10.0,52,10:25:0
2022,10,21,PROFESSIONNEL,hauts de france,32081670.7,62533,21,14.0,30,94,10.0,57,10:26:0
2022,10,22,ENTREPRISE,hauts de france,1476531.5833333333,461,20,14.0,21,86,10.0,48,10:21:0
2022,10,22,ENTREPRISE,hauts de france,1476531.5833333333,461,21,14.0,20,88,10.0,44,10:22:0
2022,10,22,PARTICULIER,hauts de france,83427926.3298611,444276,20,14.0,21,86,10.0,48,10:21:0
2022,10,22,PARTICULIER,hauts de france,83427926.3298611,444276,21,14.0,20,88,10.0,44,10:22:0
2022,10,22,PROFESSIONNEL,hauts de france,28820417.14583333,62523,20,14.0,21,86,10.0,48,10:21:0
2022,10,22,PROFESSIONNEL,hauts de france,28820417.14583333,62523,21,14.0,20,88,10.0,44,10:22:0
2022,10,23,ENTREPRISE,hauts de france,1640080.9166666667,461,21,15.0,27,75,9.75,54,10:18:0
2022,10,23,ENTREPRISE,hauts de france,1640080.9166666667,461,22,15.0,25,74,9.875,51,10:19:0
2022,10,23,PARTICULIER,hauts de france,85136339.16666667,444268,21,15.0,27,75,9.75,54,10:18:0
2022,10,23,PARTICULIER,hauts de france,85136339.16666667,444268,22,15.0,25,74,9.875,51,10:19:0
2022,10,23,PROFESSIONNEL,hauts de france,25673474.2,62521,21,15.0,27,75,9.75,54,10:18:0
2022,10,23,PROFESSIONNEL,hauts de france,25673474.2,62521,22,15.0,25,74,9.875,51,10:19:0
2022,10,24,ENTREPRISE,hauts de france,1722773.3333333333,461,19,15.0,35,71,10.0,77,10:14:0
2022,10,24,ENTREPRISE,hauts de france,1722773.3333333333,461,20,16.0,36,72,10.0,78,10:16:0
2022,10,24,PARTICULIER,hauts de france,81930789.78819445,444320,19,15.0,35,71,10.0,77,10:14:0
2022,10,24,PARTICULIER,hauts de france,81930789.78819445,444320,20,16.0,36,72,10.0,78,10:16:0
2022,10,24,PROFESSIONNEL,hauts de france,29842943.9375,62529,19,15.0,35,71,10.0,77,10:14:0
2022,10,24,PROFESSIONNEL,hauts de france,29842943.9375,62529,20,16.0,36,72,10.0,78,10:16:0
2022,10,25,ENTREPRISE,hauts de france,1749661.0833333333,461,20,13.0,20,87,10.0,40,10:10:0
2022,10,25,ENTREPRISE,hauts de france,1749661.0833333333,461,20,12.0,18,94,10.0,35,10:12:0
2022,10,25,PARTICULIER,hauts de france,81764038.30208333,444354,20,13.0,20,87,10.0,40,10:10:0
2022,10,25,PARTICULIER,hauts de france,81764038.30208333,444354,20,12.0,18,94,10.0,35,10:12:0
2022,10,25,PROFESSIONNEL,hauts de france,31296116.3375,62530,20,13.0,20,87,10.0,40,10:10:0
2022,10,25,PROFESSIONNEL,hauts de france,31296116.3375,62530,20,12.0,18,94,10.0,35,10:12:0
2022,10,26,ENTREPRISE,hauts de france,1738450.3333333333,461,21,14.0,21,82,10.0,37,10:7:0
2022,10,26,ENTREPRISE,hauts de france,1738450.3333333333,461,22,14.0,21,86,10.0,28,10:9:0
2022,10,26,PARTICULIER,hauts de france,80195490.39930555,444390,21,14.0,21,82,10.0,37,10:7:0
2022,10,26,PARTICULIER,hauts de france,80195490.39930555,444390,22,14.0,21,86,10.0,28,10:9:0
2022,10,26,PROFESSIONNEL,hauts de france,31108165.633333333,62522,21,14.0,21,82,10.0,37,10:7:0
2022,10,26,PROFESSIONNEL,hauts de france,31108165.633333333,62522,22,14.0,21,86,10.0,28,10:9:0
2022,10,27,ENTREPRISE,hauts de france,1719994.3333333333,461,22,14.0,21,86,10.0,35,10:3:0
2022,10,27,ENTREPRISE,hauts de france,1719994.3333333333,461,22,14.0,22,86,10.0,35,10:5:0
2022,10,27,PARTICULIER,hauts de france,79703010.71180555,444416,22,14.0,21,86,10.0,35,10:3:0
2022,10,27,PARTICULIER,hauts de france,79703010.71180555,444416,22,14.0,22,86,10.0,35,10:5:0
2022,10,27,PROFESSIONNEL,hauts de france,31413508.03333333,62518,22,14.0,21,86,10.0,35,10:3:0
2022,10,27,PROFESSIONNEL,hauts de france,31413508.03333333,62518,22,14.0,22,86,10.0,35,10:5:0
2022,10,28,ENTREPRISE,hauts de france,1668332.0833333333,461,22,16.0,23,72,10.0,14,10:0:0
2022,10,28,ENTREPRISE,hauts de france,1668332.0833333333,461,24,15.0,21,75,10.0,15,10:1:0
2022,10,28,PARTICULIER,hauts de france,79420974.27430555,444469,22,16.0,23,72,10.0,14,10:0:0
2022,10,28,PARTICULIER,hauts de france,79420974.27430555,444469,24,15.0,21,75,10.0,15,10:1:0
2022,10,28,PROFESSIONNEL,hauts de france,31321814.691666663,62525,22,16.0,23,72,10.0,14,10:0:0
2022,10,28,PROFESSIONNEL,hauts de france,31321814.691666663,62525,24,15.0,21,75,10.0,15,10:1:0
2022,10,29,ENTREPRISE,hauts de france,1470849.6666666667,462,23,15.0,24,78,10.0,42,9:57:0
2022,10,29,ENTREPRISE,hauts de france,1470849.6666666667,462,23,15.0,22,76,10.0,46,9:59:0
2022,10,29,PARTICULIER,hauts de france,80997135.3576389,444452,23,15.0,24,78,10.0,42,9:57:0
2022,10,29,PARTICULIER,hauts de france,80997135.3576389,444452,23,15.0,22,76,10.0,46,9:59:0
2022,10,29,PROFESSIONNEL,hauts de france,28561941.575,62514,23,15.0,24,78,10.0,42,9:57:0
2022,10,29,PROFESSIONNEL,hauts de france,28561941.575,62514,23,15.0,22,76,10.0,46,9:59:0
2022,10,30,ENTREPRISE,hauts de france,1642129.9583333333,462,19,15.0,7,82,10.0,60,9:53:0
2022,10,30,ENTREPRISE,hauts de france,1642129.9583333333,462,19,14.0,12,84,10.0,55,9:55:0
2022,10,30,PARTICULIER,hauts de france,83140140.9826389,444349,19,15.0,7,82,10.0,60,9:53:0
2022,10,30,PARTICULIER,hauts de france,83140140.9826389,444349,19,14.0,12,84,10.0,55,9:55:0
2022,10,30,PROFESSIONNEL,hauts de france,25851721.291666668,62502,19,15.0,7,82,10.0,60,9:53:0
2022,10,30,PROFESSIONNEL,hauts de france,25851721.291666668,62502,19,14.0,12,84,10.0,55,9:55:0
2022,10,31,ENTREPRISE,hauts de france,1732435.2083333333,462,15,12.0,9,92,9.0,75,9:49:0
2022,10,31,ENTREPRISE,hauts de france,1732435.2083333333,462,16,12.0,9,93,9.0,65,9:51:0
2022,10,31,PARTICULIER,hauts de france,84175153.91666667,444480,15,12.0,9,92,9.0,75,9:49:0
2022,10,31,PARTICULIER,hauts de france,84175153.91666667,444480,16,12.0,9,93,9.0,65,9:51:0
2022,10,31,PROFESSIONNEL,hauts de france,29117553.17083333,62534,15,12.0,9,92,9.0,75,9:49:0
2022,10,31,PROFESSIONNEL,hauts de france,29117553.17083333,62534,16,12.0,9,93,9.0,65,9:51:0
2022,11,1,ENTREPRISE,hauts de france,1788847.0833333333,462,17,13.0,37,78,10.0,75,9:46:0
2022,11,1,ENTREPRISE,hauts de france,1788847.0833333333,462,17,13.0,34,80,9.875,75,9:48:0
2022,11,1,PARTICULIER,hauts de france,88344487.5173611,444385,17,13.0,37,78,10.0,75,9:46:0
2022,11,1,PARTICULIER,hauts de france,88344487.5173611,444385,17,13.0,34,80,9.875,75,9:48:0
2022,11,1,PROFESSIONNEL,hauts de france,27044145.029166665,62480,17,13.0,37,78,10.0,75,9:46:0
2022,11,1,PROFESSIONNEL,hauts de france,27044145.029166665,62480,17,13.0,34,80,9.875,75,9:48:0
2022,11,2,ENTREPRISE,hauts de france,1792248.9583333333,462,15,9.0,25,85,10.0,38,9:43:0
2022,11,2,ENTREPRISE,hauts de france,1792248.9583333333,462,16,8.0,24,88,10.0,26,9:45:0
2022,11,2,PARTICULIER,hauts de france,88510227.22916667,444390,15,9.0,25,85,10.0,38,9:43:0
2022,11,2,PARTICULIER,hauts de france,88510227.22916667,444390,16,8.0,24,88,10.0,26,9:45:0
2022,11,2,PROFESSIONNEL,hauts de france,32156069.804166667,62485,15,9.0,25,85,10.0,38,9:43:0
2022,11,2,PROFESSIONNEL,hauts de france,32156069.804166667,62485,16,8.0,24,88,10.0,26,9:45:0
2022,11,3,ENTREPRISE,hauts de france,1793295.6666666667,462,13,12.0,26,85,9.875,81,9:39:0
2022,11,3,ENTREPRISE,hauts de france,1793295.6666666667,462,13,9.0,26,87,9.875,82,9:41:0
2022,11,3,PARTICULIER,hauts de france,94579549.00347222,444405,13,12.0,26,85,9.875,81,9:39:0
2022,11,3,PARTICULIER,hauts de france,94579549.00347222,444405,13,9.0,26,87,9.875,82,9:41:0
2022,11,3,PROFESSIONNEL,hauts de france,33761452.295833334,62478,13,12.0,26,85,9.875,81,9:39:0
2022,11,3,PROFESSIONNEL,hauts de france,33761452.295833334,62478,13,9.0,26,87,9.875,82,9:41:0
2022,11,4,ENTREPRISE,hauts de france,1822638.875,461,13,8.0,19,89,10.0,66,9:36:0
2022,11,4,ENTREPRISE,hauts de france,1822638.875,461,13,8.0,21,90,9.75,76,9:38:0
2022,11,4,PARTICULIER,hauts de france,103247728.75347222,444438,13,8.0,19,89,10.0,66,9:36:0
2022,11,4,PARTICULIER,hauts de france,103247728.75347222,444438,13,8.0,21,90,9.75,76,9:38:0
2022,11,4,PROFESSIONNEL,hauts de france,35147075.24583333,62481,13,8.0,19,89,10.0,66,9:36:0
2022,11,4,PROFESSIONNEL,hauts de france,35147075.24583333,62481,13,8.0,21,90,9.75,76,9:38:0
2022,11,5,ENTREPRISE,hauts de france,1623297.0833333333,461,13,6.0,20,90,10.0,56,9:33:0
2022,11,5,ENTREPRISE,hauts de france,1623297.0833333333,461,13,7.0,19,85,10.0,63,9:35:0
2022,11,5,PARTICULIER,hauts de france,114006257.43402778,444441,13,6.0,20,90,10.0,56,9:33:0
2022,11,5,PARTICULIER,hauts de france,114006257.43402778,444441,13,7.0,19,85,10.0,63,9:35:0
2022,11,5,PROFESSIONNEL,hauts de france,32827845.9,62474,13,6.0,20,90,10.0,56,9:33:0
2022,11,5,PROFESSIONNEL,hauts de france,32827845.9,62474,13,7.0,19,85,10.0,63,9:35:0
2022,11,6,ENTREPRISE,hauts de france,1820509.4166666667,461,12,8.0,33,84,8.875,83,9:29:0
2022,11,6,ENTREPRISE,hauts de france,1820509.4166666667,461,13,9.0,31,83,10.0,79,9:31:0
2022,11,6,PARTICULIER,hauts de france,118365211.02430557,444430,12,8.0,33,84,8.875,83,9:29:0
2022,11,6,PARTICULIER,hauts de france,118365211.02430557,444430,13,9.0,31,83,10.0,79,9:31:0
2022,11,6,PROFESSIONNEL,hauts de france,29623100.23333333,62469,12,8.0,33,84,8.875,83,9:29:0
2022,11,6,PROFESSIONNEL,hauts de france,29623100.23333333,62469,13,9.0,31,83,10.0,79,9:31:0
2022,11,7,ENTREPRISE,hauts de france,1866074.7083333333,462,15,10.0,30,87,10.0,70,9:26:0
2022,11,7,ENTREPRISE,hauts de france,1866074.7083333333,462,16,11.0,29,89,10.0,60,9:29:0
2022,11,7,PARTICULIER,hauts de france,105432046.18055557,444480,15,10.0,30,87,10.0,70,9:26:0
2022,11,7,PARTICULIER,hauts de france,105432046.18055557,444480,16,11.0,29,89,10.0,60,9:29:0
2022,11,7,PROFESSIONNEL,hauts de france,34344568.55,62485,15,10.0,30,87,10.0,70,9:26:0
2022,11,7,PROFESSIONNEL,hauts de france,34344568.55,62485,16,11.0,29,89,10.0,60,9:29:0
2022,11,8,ENTREPRISE,hauts de france,1874621.5833333333,462,16,12.0,35,70,10.0,56,9:23:0
2022,11,8,ENTREPRISE,hauts de france,1874621.5833333333,462,16,12.0,32,68,10.0,66,9:25:0
2022,11,8,PARTICULIER,hauts de france,101670065.19444443,444500,16,12.0,35,70,10.0,56,9:23:0
2022,11,8,PARTICULIER,hauts de france,101670065.19444443,444500,16,12.0,32,68,10.0,66,9:25:0
2022,11,8,PROFESSIONNEL,hauts de france,35771732.80416667,62490,16,12.0,35,70,10.0,56,9:23:0
2022,11,8,PROFESSIONNEL,hauts de france,35771732.80416667,62490,16,12.0,32,68,10.0,66,9:25:0
2022,11,9,ENTREPRISE,hauts de france,1856812.4583333333,462,14,10.0,27,86,10.0,40,9:19:0
2022,11,9,ENTREPRISE,hauts de france,1856812.4583333333,462,15,10.0,26,87,10.0,36,9:23:0
2022,11,9,PARTICULIER,hauts de france,102397650.40625,444542,14,10.0,27,86,10.0,40,9:19:0
2022,11,9,PARTICULIER,hauts de france,102397650.40625,444542,15,10.0,26,87,10.0,36,9:23:0
2022,11,9,PROFESSIONNEL,hauts de france,35260306.24583333,62495,14,10.0,27,86,10.0,40,9:19:0
2022,11,9,PROFESSIONNEL,hauts de france,35260306.24583333,62495,15,10.0,26,87,10.0,36,9:23:0
2022,11,10,ENTREPRISE,hauts de france,1873466.9583333333,462,16,8.0,19,92,10.0,21,9:17:0
2022,11,10,ENTREPRISE,hauts de france,1873466.9583333333,462,17,7.0,17,92,10.0,26,9:19:0
2022,11,10,PARTICULIER,hauts de france,106582335.4513889,444588,16,8.0,19,92,10.0,21,9:17:0
2022,11,10,PARTICULIER,hauts de france,106582335.4513889,444588,17,7.0,17,92,10.0,26,9:19:0
2022,11,10,PROFESSIONNEL,hauts de france,36582508.65,62499,16,8.0,19,92,10.0,21,9:17:0
2022,11,10,PROFESSIONNEL,hauts de france,36582508.65,62499,17,7.0,17,92,10.0,26,9:19:0
2022,11,11,ENTREPRISE,hauts de france,1843460.7083333333,462,18,7.0,17,89,10.0,13,9:13:0
2022,11,11,ENTREPRISE,hauts de france,1843460.7083333333,462,18,7.0,15,90,10.0,8,9:16:0
2022,11,11,PARTICULIER,hauts de france,112523059.67708331,444593,18,7.0,17,89,10.0,13,9:13:0
2022,11,11,PARTICULIER,hauts de france,112523059.67708331,444593,18,7.0,15,90,10.0,8,9:16:0
2022,11,11,PROFESSIONNEL,hauts de france,31618840.904166665,62492,18,7.0,17,89,10.0,13,9:13:0
2022,11,11,PROFESSIONNEL,hauts de france,31618840.904166665,62492,18,7.0,15,90,10.0,8,9:16:0
2022,11,12,ENTREPRISE,hauts de france,1617031.125,462,17,8.0,12,90,10.0,34,9:10:0
2022,11,12,ENTREPRISE,hauts de france,1617031.125,462,18,8.0,11,87,10.0,32,9:13:0
2022,11,12,PARTICULIER,hauts de france,110976758.52777778,444594,17,8.0,12,90,10.0,34,9:10:0
2022,11,12,PARTICULIER,hauts de france,110976758.52777778,444594,18,8.0,11,87,10.0,32,9:13:0
2022,11,12,PROFESSIONNEL,hauts de france,32834420.85,62488,17,8.0,12,90,10.0,34,9:10:0
2022,11,12,PROFESSIONNEL,hauts de france,32834420.85,62488,18,8.0,11,87,10.0,32,9:13:0
2022,11,13,ENTREPRISE,hauts de france,1833920.5,462,16,9.0,14,65,10.0,17,9:8:0
2022,11,13,ENTREPRISE,hauts de france,1833920.5,462,16,8.0,16,69,10.0,27,9:10:0
2022,11,13,PARTICULIER,hauts de france,115543328.125,444608,16,9.0,14,65,10.0,17,9:8:0
2022,11,13,PARTICULIER,hauts de france,115543328.125,444608,16,8.0,16,69,10.0,27,9:10:0
2022,11,13,PROFESSIONNEL,hauts de france,29939371.17083333,62487,16,9.0,14,65,10.0,17,9:8:0
2022,11,13,PROFESSIONNEL,hauts de france,29939371.17083333,62487,16,8.0,16,69,10.0,27,9:10:0
2022,11,14,ENTREPRISE,hauts de france,1913473.5,462,16,7.0,26,78,10.0,13,9:4:0
2022,11,14,ENTREPRISE,hauts de france,1913473.5,462,16,7.0,22,85,10.0,15,9:8:0
2022,11,14,PARTICULIER,hauts de france,113044938.81944443,444647,16,7.0,26,78,10.0,13,9:4:0
2022,11,14,PARTICULIER,hauts de france,113044938.81944443,444647,16,7.0,22,85,10.0,15,9:8:0
2022,11,14,PROFESSIONNEL,hauts de france,36212291.95,62498,16,7.0,26,78,10.0,13,9:4:0
2022,11,14,PROFESSIONNEL,hauts de france,36212291.95,62498,16,7.0,22,85,10.0,15,9:8:0
2022,11,15,ENTREPRISE,hauts de france,1931092.6666666667,462,12,7.0,27,91,8.0,77,9:2:0
2022,11,15,ENTREPRISE,hauts de france,1931092.6666666667,462,12,7.0,26,92,7.875,82,9:4:0
2022,11,15,PARTICULIER,hauts de france,110571521.02777778,444678,12,7.0,27,91,8.0,77,9:2:0
2022,11,15,PARTICULIER,hauts de france,110571521.02777778,444678,12,7.0,26,92,7.875,82,9:4:0
2022,11,15,PROFESSIONNEL,hauts de france,37751620.954166666,62506,12,7.0,27,91,8.0,77,9:2:0
2022,11,15,PROFESSIONNEL,hauts de france,37751620.954166666,62506,12,7.0,26,92,7.875,82,9:4:0
2022,11,16,ENTREPRISE,hauts de france,1907090.4166666667,462,12,8.0,30,85,8.875,84,8:59:0
2022,11,16,ENTREPRISE,hauts de france,1907090.4166666667,462,13,9.0,29,86,8.0,77,9:1:0
2022,11,16,PARTICULIER,hauts de france,112612806.43055557,444689,12,8.0,30,85,8.875,84,8:59:0
2022,11,16,PARTICULIER,hauts de france,112612806.43055557,444689,13,9.0,29,86,8.0,77,9:1:0
2022,11,16,PROFESSIONNEL,hauts de france,37085573.91666666,62512,12,8.0,30,85,8.875,84,8:59:0
2022,11,16,PROFESSIONNEL,hauts de france,37085573.91666666,62512,13,9.0,29,86,8.0,77,9:1:0
2022,11,17,ENTREPRISE,hauts de france,1919102.25,462,13,11.0,39,79,8.875,86,8:55:0
2022,11,17,ENTREPRISE,hauts de france,1919102.25,462,13,11.0,36,76,9.75,83,8:59:0
2022,11,17,PARTICULIER,hauts de france,109379038.83333331,444717,13,11.0,39,79,8.875,86,8:55:0
2022,11,17,PARTICULIER,hauts de france,109379038.83333331,444717,13,11.0,36,76,9.75,83,8:59:0
2022,11,17,PROFESSIONNEL,hauts de france,37605474.025,62513,13,11.0,39,79,8.875,86,8:55:0
2022,11,17,PROFESSIONNEL,hauts de france,37605474.025,62513,13,11.0,36,76,9.75,83,8:59:0
2022,11,18,ENTREPRISE,hauts de france,1884913.6666666667,462,11,7.0,15,93,9.75,78,8:53:0
2022,11,18,ENTREPRISE,hauts de france,1884913.6666666667,462,11,6.0,16,93,9.75,60,8:56:0
2022,11,18,PARTICULIER,hauts de france,117110944.27083331,444770,11,7.0,15,93,9.75,78,8:53:0
2022,11,18,PARTICULIER,hauts de france,117110944.27083331,444770,11,6.0,16,93,9.75,60,8:56:0
2022,11,18,PROFESSIONNEL,hauts de france,38728213.74583333,62516,11,7.0,15,93,9.75,78,8:53:0
2022,11,18,PROFESSIONNEL,hauts de france,38728213.74583333,62516,11,6.0,16,93,9.75,60,8:56:0
2022,11,19,ENTREPRISE,hauts de france,1682987.375,462,10,5.0,13,90,10.0,39,8:50:0
2022,11,19,ENTREPRISE,hauts de france,1682987.375,462,10,4.0,11,92,10.0,21,8:54:0
2022,11,19,PARTICULIER,hauts de france,131609639.92708331,444774,10,5.0,13,90,10.0,39,8:50:0
2022,11,19,PARTICULIER,hauts de france,131609639.92708331,444774,10,4.0,11,92,10.0,21,8:54:0
2022,11,19,PROFESSIONNEL,hauts de france,36061595.74583333,62513,10,5.0,13,90,10.0,39,8:50:0
2022,11,19,PROFESSIONNEL,hauts de france,36061595.74583333,62513,10,4.0,11,92,10.0,21,8:54:0
2022,11,20,ENTREPRISE,hauts de france,1930805.7083333333,462,9,5.0,30,90,9.0,63,8:48:0
2022,11,20,ENTREPRISE,hauts de france,1930805.7083333333,462,10,4.0,29,91,9.875,50,8:50:0
2022,11,20,PARTICULIER,hauts de france,139119105.50694445,444762,9,5.0,30,90,9.0,63,8:48:0
2022,11,20,PARTICULIER,hauts de france,139119105.50694445,444762,10,4.0,29,91,9.875,50,8:50:0
2022,11,20,PROFESSIONNEL,hauts de france,33077862.541666668,62512,9,5.0,30,90,9.0,63,8:48:0
2022,11,20,PROFESSIONNEL,hauts de france,33077862.541666668,62512,10,4.0,29,91,9.875,50,8:50:0
2022,11,21,ENTREPRISE,hauts de france,2037149.125,462,9,6.0,24,94,9.875,77,8:45:0
2022,11,21,ENTREPRISE,hauts de france,2037149.125,462,9,6.0,25,93,8.875,81,8:48:0
2022,11,21,PARTICULIER,hauts de france,137304784.125,444802,9,6.0,24,94,9.875,77,8:45:0
2022,11,21,PARTICULIER,hauts de france,137304784.125,444802,9,6.0,25,93,8.875,81,8:48:0
2022,11,21,PROFESSIONNEL,hauts de france,40422757.35416666,62529,9,6.0,24,94,9.875,77,8:45:0
2022,11,21,PROFESSIONNEL,hauts de france,40422757.35416666,62529,9,6.0,25,93,8.875,81,8:48:0
2022,11,22,ENTREPRISE,hauts de france,2092614.4583333333,462,9,5.0,32,86,10.0,62,8:43:0
2022,11,22,ENTREPRISE,hauts de france,2092614.4583333333,462,9,5.0,30,89,10.0,59,8:45:0
2022,11,22,PARTICULIER,hauts de france,137172909.48958334,444827,9,5.0,32,86,10.0,62,8:43:0
2022,11,22,PARTICULIER,hauts de france,137172909.48958334,444827,9,5.0,30,89,10.0,59,8:45:0
2022,11,22,PROFESSIONNEL,hauts de france,42270937.47083333,62544,9,5.0,32,86,10.0,62,8:43:0
2022,11,22,PROFESSIONNEL,hauts de france,42270937.47083333,62544,9,5.0,30,89,10.0,59,8:45:0
2022,11,23,ENTREPRISE,hauts de france,2054953.4166666667,462,10,5.0,31,94,8.25,65,8:40:0
2022,11,23,ENTREPRISE,hauts de france,2054953.4166666667,462,12,6.0,26,94,9.875,60,8:43:0
2022,11,23,PARTICULIER,hauts de france,135228889.58333334,444855,10,5.0,31,94,8.25,65,8:40:0
2022,11,23,PARTICULIER,hauts de france,135228889.58333334,444855,12,6.0,26,94,9.875,60,8:43:0
2022,11,23,PROFESSIONNEL,hauts de france,41103395.53333333,62551,10,5.0,31,94,8.25,65,8:40:0
2022,11,23,PROFESSIONNEL,hauts de france,41103395.53333333,62551,12,6.0,26,94,9.875,60,8:43:0
2022,11,24,ENTREPRISE,hauts de france,2044397.0,461,10,6.0,27,91,10.0,67,8:37:0
2022,11,24,ENTREPRISE,hauts de france,2044397.0,461,11,6.0,22,92,9.875,59,8:40:0
2022,11,24,PARTICULIER,hauts de france,129952689.8298611,444886,10,6.0,27,91,10.0,67,8:37:0
2022,11,24,PARTICULIER,hauts de france,129952689.8298611,444886,11,6.0,22,92,9.875,59,8:40:0
2022,11,24,PROFESSIONNEL,hauts de france,41164435.3375,62561,10,6.0,27,91,10.0,67,8:37:0
2022,11,24,PROFESSIONNEL,hauts de france,41164435.3375,62561,11,6.0,22,92,9.875,59,8:40:0
2022,11,25,ENTREPRISE,hauts de france,1960244.75,461,11,7.0,21,94,9.875,65,8:35:0
2022,11,25,ENTREPRISE,hauts de france,1960244.75,461,11,6.0,22,94,9.875,60,8:39:0
2022,11,25,PARTICULIER,hauts de france,129293947.8125,444938,11,7.0,21,94,9.875,65,8:35:0
2022,11,25,PARTICULIER,hauts de france,129293947.8125,444938,11,6.0,22,94,9.875,60,8:39:0
2022,11,25,PROFESSIONNEL,hauts de france,40833096.25416667,62565,11,7.0,21,94,9.875,65,8:35:0
2022,11,25,PROFESSIONNEL,hauts de france,40833096.25416667,62565,11,6.0,22,94,9.875,60,8:39:0
2022,11,26,ENTREPRISE,hauts de france,1730334.0,461,11,7.0,17,94,9.0,60,8:33:0
